date,average_price ,total_volume,type,year,geography
2018/6/10,1.09,243280,conventional,2018,Jacksonville
2018/6/10,1.8,5399,organic,2018,Jacksonville
2018/6/10,1.1,356541,conventional,2018,Las Vegas
2018/6/10,1.62,15317,organic,2018,Las Vegas
2018/6/10,0.95,3354226,conventional,2018,Los Angeles
2018/6/10,1.65,111595,organic,2018,Los Angeles
2018/6/10,1.1,120644,conventional,2018,Louisville
2018/6/10,1.66,5458,organic,2018,Louisville
2018/6/10,1.3,798283,conventional,2018,Miami/Ft. Lauderdale
2018/6/10,1.39,11060,organic,2018,Miami/Ft. Lauderdale
2018/6/10,0.97,284058,conventional,2018,Nashville
2018/6/10,1.51,12525,organic,2018,Nashville
2018/6/10,1.01,317028,conventional,2018,New Orleans/Mobile
2018/6/10,1.37,11100,organic,2018,New Orleans/Mobile
2018/6/10,1.17,2502228,conventional,2018,New York
2018/6/10,1.85,82648,organic,2018,New York
2018/6/10,1.22,497181,conventional,2018,Orlando
2018/6/10,1.49,13605,organic,2018,Orlando
2018/6/10,1.25,598173,conventional,2018,Philadelphia
2018/6/10,1.67,21338,organic,2018,Philadelphia
2018/6/10,0.57,1752235,conventional,2018,Phoenix/Tucson
2018/6/10,1.43,21581,organic,2018,Phoenix/Tucson
2018/6/10,0.99,188141,conventional,2018,Pittsburgh
2018/6/10,1.3,18466,organic,2018,Pittsburgh
2018/6/10,1.05,706447,conventional,2018,Portland
2018/6/10,1.76,34195,organic,2018,Portland
2018/6/10,1.15,418810,conventional,2018,Raleigh/Greensboro
2018/6/10,2.14,15001,organic,2018,Raleigh/Greensboro
2018/6/10,1.09,344938,conventional,2018,Richmond/Norfolk
2018/6/10,1.33,24268,organic,2018,Richmond/Norfolk
2018/6/10,1.13,620218,conventional,2018,Sacramento
2018/6/10,1.65,9851,organic,2018,Sacramento
2018/6/10,1.03,552820,conventional,2018,San Diego
2018/6/10,1.76,22262,organic,2018,San Diego
2018/6/10,1.38,931764,conventional,2018,San Francisco
2018/6/10,1.95,27085,organic,2018,San Francisco
2018/6/10,1.16,703877,conventional,2018,Seattle
2018/6/10,1.81,57790,organic,2018,Seattle
2018/6/10,1.02,118808,conventional,2018,Spokane
2018/6/10,1.53,6687,organic,2018,Spokane
2018/6/10,1.2,215315,conventional,2018,St. Louis
2018/6/10,1.35,11875,organic,2018,St. Louis
2018/6/10,1.05,109568,conventional,2018,Syracuse
2018/6/10,1.24,4207,organic,2018,Syracuse
2018/6/10,1.29,511870,conventional,2018,Tampa
2018/6/10,1.37,11688,organic,2018,Tampa
2018/6/17,1.17,180163,conventional,2018,Albany
2018/6/17,1.66,2684,organic,2018,Albany
2018/6/17,0.97,769302,conventional,2018,Atlanta
2018/6/17,1.59,23927,organic,2018,Atlanta
2018/6/17,1.45,953697,conventional,2018,Baltimore
2018/6/17,1.4,50313,organic,2018,Baltimore
2018/6/17,1.24,95815,conventional,2018,Boise
2018/6/17,1.79,3410,organic,2018,Boise
2018/6/17,1.25,869355,conventional,2018,Boston
2018/6/17,1.56,37432,organic,2018,Boston
2018/6/17,1.17,225384,conventional,2018,Buffalo/Rochester
2018/6/17,1.09,20158,organic,2018,Buffalo/Rochester
2018/6/17,1.23,294786,conventional,2018,Charlotte
2018/6/17,2.07,12088,organic,2018,Charlotte
2018/6/17,1.21,910550,conventional,2018,Chicago
2018/6/17,1.53,45036,organic,2018,Chicago
2018/6/17,1.07,313431,conventional,2018,Cincinnati/Dayton
2018/6/17,1.6,22838,organic,2018,Cincinnati/Dayton
2018/6/17,1.07,218058,conventional,2018,Columbus
2018/6/17,0.71,63869,organic,2018,Columbus
2018/6/17,0.86,1469580,conventional,2018,Dallas/Ft. Worth
2018/6/17,1.39,33702,organic,2018,Dallas/Ft. Worth
2018/6/17,0.98,993504,conventional,2018,Denver
2018/6/17,1.53,31326,organic,2018,Denver
2018/6/17,1.19,466532,conventional,2018,Detroit
2018/6/17,0.69,129365,organic,2018,Detroit
2018/6/17,1.66,168681,conventional,2018,Grand Rapids
2018/6/17,1.2,17518,organic,2018,Grand Rapids
2018/6/17,1.13,369052,conventional,2018,Harrisburg/Scranton
2018/6/17,1.36,18311,organic,2018,Harrisburg/Scranton
2018/6/17,1.28,427045,conventional,2018,Hartford/Springfield
2018/6/17,1.87,28661,organic,2018,Hartford/Springfield
2018/6/17,0.84,1434597,conventional,2018,Houston
2018/6/17,1.39,44902,organic,2018,Houston
2018/6/17,1.16,216740,conventional,2018,Indianapolis
2018/6/17,1.33,11839,organic,2018,Indianapolis
2018/6/17,1.1,267396,conventional,2018,Jacksonville
2018/6/17,1.53,3441,organic,2018,Jacksonville
2018/6/17,0.98,365751,conventional,2018,Las Vegas
2018/6/17,1.63,14851,organic,2018,Las Vegas
2018/6/17,1.02,3251137,conventional,2018,Los Angeles
2018/6/17,1.69,113924,organic,2018,Los Angeles
2018/6/17,0.98,143206,conventional,2018,Louisville
2018/6/17,1.55,6127,organic,2018,Louisville
2018/6/17,1.12,1019429,conventional,2018,Miami/Ft. Lauderdale
2018/6/17,1.29,9209,organic,2018,Miami/Ft. Lauderdale
2018/6/17,0.92,311327,conventional,2018,Nashville
2018/6/17,1.48,13903,organic,2018,Nashville
2018/6/17,0.96,380471,conventional,2018,New Orleans/Mobile
2018/6/17,1.35,8498,organic,2018,New Orleans/Mobile
2018/6/17,1.27,2104887,conventional,2018,New York
2018/6/17,1.73,166568,organic,2018,New York
2018/6/17,1.11,586761,conventional,2018,Orlando
2018/6/17,1.31,8843,organic,2018,Orlando
2018/6/17,1.15,666997,conventional,2018,Philadelphia
2018/6/17,1.6,36137,organic,2018,Philadelphia
2018/6/17,0.74,1291459,conventional,2018,Phoenix/Tucson
2018/6/17,1.43,22955,organic,2018,Phoenix/Tucson
2018/6/17,1.27,135821,conventional,2018,Pittsburgh
2018/6/17,1.28,20379,organic,2018,Pittsburgh
2018/6/17,1.24,605963,conventional,2018,Portland
2018/6/17,1.78,31917,organic,2018,Portland
2018/6/17,1.22,390870,conventional,2018,Raleigh/Greensboro
2018/6/17,2.4,12725,organic,2018,Raleigh/Greensboro
2018/6/17,1.16,328987,conventional,2018,Richmond/Norfolk
2018/6/17,1.25,25966,organic,2018,Richmond/Norfolk
2018/6/17,1.26,567508,conventional,2018,Sacramento
2018/6/17,1.6,13405,organic,2018,Sacramento
2018/6/17,1.09,546880,conventional,2018,San Diego
2018/6/17,1.78,21409,organic,2018,San Diego
2018/6/17,1.4,868100,conventional,2018,San Francisco
2018/6/17,1.77,39411,organic,2018,San Francisco
2018/6/17,1.55,515268,conventional,2018,Seattle
2018/6/17,1.85,57560,organic,2018,Seattle
2018/6/17,1.39,82736,conventional,2018,Spokane
2018/6/17,1.7,5544,organic,2018,Spokane
2018/6/17,1.32,200610,conventional,2018,St. Louis
2018/6/17,1.63,8166,organic,2018,St. Louis
2018/6/17,1.17,111443,conventional,2018,Syracuse
2018/6/17,1.14,6235,organic,2018,Syracuse
2018/6/17,1.1,643042,conventional,2018,Tampa
2018/6/17,1.25,7831,organic,2018,Tampa
2018/6/24,1.23,126011,conventional,2018,Albany
2018/6/24,1.64,2836,organic,2018,Albany
2018/6/24,1,690971,conventional,2018,Atlanta
2018/6/24,1.49,21851,organic,2018,Atlanta
2018/6/24,1.41,899708,conventional,2018,Baltimore
2018/6/24,1.4,45707,organic,2018,Baltimore
2018/6/24,1.16,111773,conventional,2018,Boise
2018/6/24,1.8,3457,organic,2018,Boise
2018/6/24,1.15,896730,conventional,2018,Boston
2018/6/24,1.56,34355,organic,2018,Boston
2018/6/24,1.15,195244,conventional,2018,Buffalo/Rochester
2018/6/24,1.09,22948,organic,2018,Buffalo/Rochester
2018/6/24,1.29,263034,conventional,2018,Charlotte
2018/6/24,1.89,13827,organic,2018,Charlotte
2018/6/24,1.17,1000475,conventional,2018,Chicago
2018/6/24,1.65,46912,organic,2018,Chicago
2018/6/24,0.89,369837,conventional,2018,Cincinnati/Dayton
2018/6/24,1.61,18489,organic,2018,Cincinnati/Dayton
2018/6/24,0.84,292918,conventional,2018,Columbus
2018/6/24,0.75,32423,organic,2018,Columbus
2018/6/24,0.81,1502210,conventional,2018,Dallas/Ft. Worth
2018/6/24,1.35,33795,organic,2018,Dallas/Ft. Worth
2018/6/24,1.15,831726,conventional,2018,Denver
2018/6/24,1.62,29046,organic,2018,Denver
2018/6/24,0.87,711541,conventional,2018,Detroit
2018/6/24,0.77,51375,organic,2018,Detroit
2018/6/24,0.99,350638,conventional,2018,Grand Rapids
2018/6/24,1.34,9792,organic,2018,Grand Rapids
2018/6/24,1.13,347915,conventional,2018,Harrisburg/Scranton
2018/6/24,1.34,17057,organic,2018,Harrisburg/Scranton
2018/6/24,1.25,435086,conventional,2018,Hartford/Springfield
2018/6/24,2.06,14345,organic,2018,Hartford/Springfield
2018/6/24,0.73,1619747,conventional,2018,Houston
2018/6/24,1.36,33556,organic,2018,Houston
2018/6/24,0.91,281718,conventional,2018,Indianapolis
2018/6/24,1.34,10841,organic,2018,Indianapolis
2018/6/24,1.09,241233,conventional,2018,Jacksonville
2018/6/24,1.36,3918,organic,2018,Jacksonville
2018/6/24,0.97,389211,conventional,2018,Las Vegas
2018/6/24,1.62,13184,organic,2018,Las Vegas
2018/6/24,0.99,3166217,conventional,2018,Los Angeles
2018/6/24,1.88,98119,organic,2018,Los Angeles
2018/6/24,0.99,137157,conventional,2018,Louisville
2018/6/24,1.53,4734,organic,2018,Louisville
2018/6/24,1.31,821950,conventional,2018,Miami/Ft. Lauderdale
2018/6/24,1.27,9236,organic,2018,Miami/Ft. Lauderdale
2018/6/24,0.96,279398,conventional,2018,Nashville
2018/6/24,1.42,11594,organic,2018,Nashville
2018/6/24,1.01,358902,conventional,2018,New Orleans/Mobile
2018/6/24,1.22,6898,organic,2018,New Orleans/Mobile
2018/6/24,1.22,2255253,conventional,2018,New York
2018/6/24,1.95,84264,organic,2018,New York
2018/6/24,1.19,507268,conventional,2018,Orlando
2018/6/24,1.3,10032,organic,2018,Orlando
2018/6/24,1.2,638611,conventional,2018,Philadelphia
2018/6/24,1.77,17752,organic,2018,Philadelphia
2018/6/24,0.61,1579741,conventional,2018,Phoenix/Tucson
2018/6/24,1.43,20221,organic,2018,Phoenix/Tucson
2018/6/24,1.2,138325,conventional,2018,Pittsburgh
2018/6/24,1.32,18264,organic,2018,Pittsburgh
2018/6/24,0.99,835217,conventional,2018,Portland
2018/6/24,1.76,28782,organic,2018,Portland
2018/6/24,1.22,365165,conventional,2018,Raleigh/Greensboro
2018/6/24,2.04,18139,organic,2018,Raleigh/Greensboro
2018/6/24,1.14,304885,conventional,2018,Richmond/Norfolk
2018/6/24,1.23,27295,organic,2018,Richmond/Norfolk
2018/6/24,1.3,545051,conventional,2018,Sacramento
2018/6/24,1.66,12966,organic,2018,Sacramento
2018/6/24,1.09,519747,conventional,2018,San Diego
2018/6/24,2.09,20330,organic,2018,San Diego
2018/6/24,1.39,849742,conventional,2018,San Francisco
2018/6/24,1.79,40048,organic,2018,San Francisco
2018/6/24,1.37,662829,conventional,2018,Seattle
2018/6/24,1.83,57132,organic,2018,Seattle
2018/6/24,1.25,101453,conventional,2018,Spokane
2018/6/24,1.68,6166,organic,2018,Spokane
2018/6/24,1.3,182387,conventional,2018,St. Louis
2018/6/24,1.75,11711,organic,2018,St. Louis
2018/6/24,1.19,89338,conventional,2018,Syracuse
2018/6/24,1.11,8019,organic,2018,Syracuse
2018/6/24,1.27,540337,conventional,2018,Tampa
2018/6/24,1.27,8441,organic,2018,Tampa
2018/7/1,1.14,142335,conventional,2018,Albany
2018/7/1,1.57,3277,organic,2018,Albany
2018/7/1,1,719970,conventional,2018,Atlanta
2018/7/1,1.45,21252,organic,2018,Atlanta
2018/7/1,1.42,953414,conventional,2018,Baltimore
2018/7/1,1.41,44587,organic,2018,Baltimore
2018/7/1,1.2,109984,conventional,2018,Boise
2018/7/1,1.81,3273,organic,2018,Boise
2018/7/1,1.28,807474,conventional,2018,Boston
2018/7/1,1.64,32152,organic,2018,Boston
2018/7/1,1.15,200352,conventional,2018,Buffalo/Rochester
2018/7/1,1.18,19467,organic,2018,Buffalo/Rochester
2018/7/1,1.19,292571,conventional,2018,Charlotte
2018/7/1,1.88,13235,organic,2018,Charlotte
2018/7/1,1.21,946026,conventional,2018,Chicago
2018/7/1,1.64,51243,organic,2018,Chicago
2018/7/1,0.91,335371,conventional,2018,Cincinnati/Dayton
2018/7/1,1.62,16565,organic,2018,Cincinnati/Dayton
2018/7/1,0.89,254624,conventional,2018,Columbus
2018/7/1,1.35,13325,organic,2018,Columbus
2018/7/1,0.79,1605266,conventional,2018,Dallas/Ft. Worth
2018/7/1,1.41,34559,organic,2018,Dallas/Ft. Worth
2018/7/1,1.14,928649,conventional,2018,Denver
2018/7/1,1.61,26606,organic,2018,Denver
2018/7/1,1.02,530775,conventional,2018,Detroit
2018/7/1,1.45,19634,organic,2018,Detroit
2018/7/1,1.41,188491,conventional,2018,Grand Rapids
2018/7/1,1.32,12622,organic,2018,Grand Rapids
2018/7/1,1.12,342658,conventional,2018,Harrisburg/Scranton
2018/7/1,1.32,15222,organic,2018,Harrisburg/Scranton
2018/7/1,1.26,434228,conventional,2018,Hartford/Springfield
2018/7/1,2.11,13743,organic,2018,Hartford/Springfield
2018/7/1,0.74,1592645,conventional,2018,Houston
2018/7/1,1.26,26042,organic,2018,Houston
2018/7/1,1.03,222817,conventional,2018,Indianapolis
2018/7/1,1.36,10766,organic,2018,Indianapolis
2018/7/1,0.95,308201,conventional,2018,Jacksonville
2018/7/1,1.32,2890,organic,2018,Jacksonville
2018/7/1,1.02,405528,conventional,2018,Las Vegas
2018/7/1,1.61,13211,organic,2018,Las Vegas
2018/7/1,1.04,3179277,conventional,2018,Los Angeles
2018/7/1,1.87,100906,organic,2018,Los Angeles
2018/7/1,1.02,137763,conventional,2018,Louisville
2018/7/1,1.61,4781,organic,2018,Louisville
2018/7/1,0.96,1143131,conventional,2018,Miami/Ft. Lauderdale
2018/7/1,1.28,10160,organic,2018,Miami/Ft. Lauderdale
2018/7/1,0.93,289204,conventional,2018,Nashville
2018/7/1,1.51,13399,organic,2018,Nashville
2018/7/1,0.95,376910,conventional,2018,New Orleans/Mobile
2018/7/1,1.24,5054,organic,2018,New Orleans/Mobile
2018/7/1,1.23,2204448,conventional,2018,New York
2018/7/1,1.94,79750,organic,2018,New York
2018/7/1,0.94,674317,conventional,2018,Orlando
2018/7/1,1.25,9850,organic,2018,Orlando
2018/7/1,1.23,584042,conventional,2018,Philadelphia
2018/7/1,1.66,20283,organic,2018,Philadelphia
2018/7/1,0.75,1260977,conventional,2018,Phoenix/Tucson
2018/7/1,1.38,23260,organic,2018,Phoenix/Tucson
2018/7/1,1.2,156745,conventional,2018,Pittsburgh
2018/7/1,1.46,13969,organic,2018,Pittsburgh
2018/7/1,1.18,656240,conventional,2018,Portland
2018/7/1,1.68,39535,organic,2018,Portland
2018/7/1,1.18,378779,conventional,2018,Raleigh/Greensboro
2018/7/1,2.27,13877,organic,2018,Raleigh/Greensboro
2018/7/1,1.15,309863,conventional,2018,Richmond/Norfolk
2018/7/1,1.21,28869,organic,2018,Richmond/Norfolk
2018/7/1,1.24,621096,conventional,2018,Sacramento
2018/7/1,1.71,12813,organic,2018,Sacramento
2018/7/1,1.09,584548,conventional,2018,San Diego
2018/7/1,2.1,19240,organic,2018,San Diego
2018/7/1,1.17,1037536,conventional,2018,San Francisco
2018/7/1,1.84,38217,organic,2018,San Francisco
2018/7/1,1.35,591603,conventional,2018,Seattle
2018/7/1,1.45,106113,organic,2018,Seattle
2018/7/1,1.28,100710,conventional,2018,Spokane
2018/7/1,1.67,6513,organic,2018,Spokane
2018/7/1,1.09,248959,conventional,2018,St. Louis
2018/7/1,1.69,10321,organic,2018,St. Louis
2018/7/1,1.18,100779,conventional,2018,Syracuse
2018/7/1,1.29,5112,organic,2018,Syracuse
2018/7/1,0.94,754434,conventional,2018,Tampa
2018/7/1,1.25,8750,organic,2018,Tampa
2018/7/8,1.37,130435,conventional,2018,Albany
2018/7/8,1.64,2635,organic,2018,Albany
2018/7/8,0.92,733371,conventional,2018,Atlanta
2018/7/8,1.44,24984,organic,2018,Atlanta
2018/7/8,1.38,1005051,conventional,2018,Baltimore
2018/7/8,1.51,35177,organic,2018,Baltimore
2018/7/8,1.27,103018,conventional,2018,Boise
2018/7/8,1.77,3647,organic,2018,Boise
2018/7/8,1.29,843261,conventional,2018,Boston
2018/7/8,1.69,32104,organic,2018,Boston
2018/7/8,1.09,218131,conventional,2018,Buffalo/Rochester
2018/7/8,1.17,15805,organic,2018,Buffalo/Rochester
2018/7/8,1.23,283549,conventional,2018,Charlotte
2018/7/8,2,12573,organic,2018,Charlotte
2018/7/8,1.22,929879,conventional,2018,Chicago
2018/7/8,1.59,48805,organic,2018,Chicago
2018/7/8,0.97,316866,conventional,2018,Cincinnati/Dayton
2018/7/8,1.58,22372,organic,2018,Cincinnati/Dayton
2018/7/8,0.92,227789,conventional,2018,Columbus
2018/7/8,1.32,14299,organic,2018,Columbus
2018/7/8,0.73,1776490,conventional,2018,Dallas/Ft. Worth
2018/7/8,1.49,27921,organic,2018,Dallas/Ft. Worth
2018/7/8,1.02,1073678,conventional,2018,Denver
2018/7/8,1.63,25101,organic,2018,Denver
2018/7/8,1.07,489136,conventional,2018,Detroit
2018/7/8,1.4,22547,organic,2018,Detroit
2018/7/8,1.47,191408,conventional,2018,Grand Rapids
2018/7/8,1.2,13456,organic,2018,Grand Rapids
2018/7/8,1.01,434745,conventional,2018,Harrisburg/Scranton
2018/7/8,1.43,11689,organic,2018,Harrisburg/Scranton
2018/7/8,1.26,450000,conventional,2018,Hartford/Springfield
2018/7/8,2.14,13760,organic,2018,Hartford/Springfield
2018/7/8,0.64,2084147,conventional,2018,Houston
2018/7/8,1.35,24313,organic,2018,Houston
2018/7/8,1.05,230473,conventional,2018,Indianapolis
2018/7/8,1.3,8634,organic,2018,Indianapolis
2018/7/8,1.07,252290,conventional,2018,Jacksonville
2018/7/8,1.31,3869,organic,2018,Jacksonville
2018/7/8,1.04,410209,conventional,2018,Las Vegas
2018/7/8,1.62,14317,organic,2018,Las Vegas
2018/7/8,1.04,3414541,conventional,2018,Los Angeles
2018/7/8,1.88,109918,organic,2018,Los Angeles
2018/7/8,0.97,142520,conventional,2018,Louisville
2018/7/8,1.6,4955,organic,2018,Louisville
2018/7/8,1.32,830388,conventional,2018,Miami/Ft. Lauderdale
2018/7/8,1.27,10245,organic,2018,Miami/Ft. Lauderdale
2018/7/8,0.83,357329,conventional,2018,Nashville
2018/7/8,1.44,10645,organic,2018,Nashville
2018/7/8,1,359771,conventional,2018,New Orleans/Mobile
2018/7/8,1.13,4880,organic,2018,New Orleans/Mobile
2018/7/8,1.25,2189776,conventional,2018,New York
2018/7/8,1.96,82192,organic,2018,New York
2018/7/8,1.17,517375,conventional,2018,Orlando
2018/7/8,1.25,10082,organic,2018,Orlando
2018/7/8,1.15,644258,conventional,2018,Philadelphia
2018/7/8,1.74,20494,organic,2018,Philadelphia
2018/7/8,0.77,1358173,conventional,2018,Phoenix/Tucson
2018/7/8,1.38,23023,organic,2018,Phoenix/Tucson
2018/7/8,1.12,154532,conventional,2018,Pittsburgh
2018/7/8,1.43,11471,organic,2018,Pittsburgh
2018/7/8,1.12,674703,conventional,2018,Portland
2018/7/8,1.65,44193,organic,2018,Portland
2018/7/8,1.17,392086,conventional,2018,Raleigh/Greensboro
2018/7/8,2.52,11961,organic,2018,Raleigh/Greensboro
2018/7/8,1.05,333989,conventional,2018,Richmond/Norfolk
2018/7/8,1.38,19284,organic,2018,Richmond/Norfolk
2018/7/8,1.11,696242,conventional,2018,Sacramento
2018/7/8,1.61,14508,organic,2018,Sacramento
2018/7/8,1.11,592440,conventional,2018,San Diego
2018/7/8,2.09,22458,organic,2018,San Diego
2018/7/8,0.95,1484762,conventional,2018,San Francisco
2018/7/8,1.76,44265,organic,2018,San Francisco
2018/7/8,1.53,503808,conventional,2018,Seattle
2018/7/8,1.42,126708,organic,2018,Seattle
2018/7/8,1.39,90910,conventional,2018,Spokane
2018/7/8,1.65,7113,organic,2018,Spokane
2018/7/8,1.17,241494,conventional,2018,St. Louis
2018/7/8,1.62,13267,organic,2018,St. Louis
2018/7/8,1.16,104238,conventional,2018,Syracuse
2018/7/8,1.29,3935,organic,2018,Syracuse
2018/7/8,1.24,540541,conventional,2018,Tampa
2018/7/8,1.25,8391,organic,2018,Tampa
2018/7/15,1.39,132092,conventional,2018,Albany
2018/7/15,1.59,3087,organic,2018,Albany
2018/7/15,0.89,777095,conventional,2018,Atlanta
2018/7/15,1.5,23869,organic,2018,Atlanta
2018/7/15,1.44,873113,conventional,2018,Baltimore
2018/7/15,1.51,40188,organic,2018,Baltimore
2018/7/15,1.16,107978,conventional,2018,Boise
2018/7/15,1.77,3298,organic,2018,Boise
2018/7/15,1.23,830108,conventional,2018,Boston
2018/7/15,1.7,29897,organic,2018,Boston
2018/7/15,1.16,189577,conventional,2018,Buffalo/Rochester
2018/7/15,1.21,14807,organic,2018,Buffalo/Rochester
2018/7/15,1.28,263246,conventional,2018,Charlotte
2018/7/15,1.93,14295,organic,2018,Charlotte
2018/7/15,1.22,931627,conventional,2018,Chicago
2018/7/15,1.59,51636,organic,2018,Chicago
2018/7/15,0.95,300718,conventional,2018,Cincinnati/Dayton
2018/7/15,1.73,16366,organic,2018,Cincinnati/Dayton
2018/7/15,0.89,229774,conventional,2018,Columbus
2018/7/15,1.46,9208,organic,2018,Columbus
2018/7/15,0.77,1668684,conventional,2018,Dallas/Ft. Worth
2018/7/15,1.34,27699,organic,2018,Dallas/Ft. Worth
2018/7/15,1.02,1012310,conventional,2018,Denver
2018/7/15,1.58,30197,organic,2018,Denver
2018/7/15,1.04,509997,conventional,2018,Detroit
2018/7/15,1.52,16361,organic,2018,Detroit
2018/7/15,1.38,214201,conventional,2018,Grand Rapids
2018/7/15,1.31,10409,organic,2018,Grand Rapids
2018/7/15,1.02,335229,conventional,2018,Harrisburg/Scranton
2018/7/15,1.47,13593,organic,2018,Harrisburg/Scranton
2018/7/15,1.25,391124,conventional,2018,Hartford/Springfield
2018/7/15,1.92,22614,organic,2018,Hartford/Springfield
2018/7/15,0.72,1680785,conventional,2018,Houston
2018/7/15,1.31,32340,organic,2018,Houston
2018/7/15,1.07,209655,conventional,2018,Indianapolis
2018/7/15,1.38,9867,organic,2018,Indianapolis
2018/7/15,1.12,239307,conventional,2018,Jacksonville
2018/7/15,1.31,3864,organic,2018,Jacksonville
2018/7/15,1.03,373426,conventional,2018,Las Vegas
2018/7/15,1.6,14464,organic,2018,Las Vegas
2018/7/15,1.05,3136669,conventional,2018,Los Angeles
2018/7/15,1.84,103514,organic,2018,Los Angeles
2018/7/15,1.1,110437,conventional,2018,Louisville
2018/7/15,1.69,5386,organic,2018,Louisville
2018/7/15,1.35,821141,conventional,2018,Miami/Ft. Lauderdale
2018/7/15,1.32,10594,organic,2018,Miami/Ft. Lauderdale
2018/7/15,0.77,339924,conventional,2018,Nashville
2018/7/15,1.5,12238,organic,2018,Nashville
2018/7/15,1.11,327531,conventional,2018,New Orleans/Mobile
2018/7/15,1.06,4218,organic,2018,New Orleans/Mobile
2018/7/15,1.19,1994054,conventional,2018,New York
2018/7/15,1.7,139289,organic,2018,New York
2018/7/15,1.2,497474,conventional,2018,Orlando
2018/7/15,1.28,9527,organic,2018,Orlando
2018/7/15,1.15,551410,conventional,2018,Philadelphia
2018/7/15,1.62,29151,organic,2018,Philadelphia
2018/7/15,0.78,1231210,conventional,2018,Phoenix/Tucson
2018/7/15,1.34,21260,organic,2018,Phoenix/Tucson
2018/7/15,1.13,146420,conventional,2018,Pittsburgh
2018/7/15,1.47,14661,organic,2018,Pittsburgh
2018/7/15,1.18,668222,conventional,2018,Portland
2018/7/15,1.78,35260,organic,2018,Portland
2018/7/15,1.18,362332,conventional,2018,Raleigh/Greensboro
2018/7/15,2.08,17277,organic,2018,Raleigh/Greensboro
2018/7/15,1,314452,conventional,2018,Richmond/Norfolk
2018/7/15,1.44,19413,organic,2018,Richmond/Norfolk
2018/7/15,1.31,546117,conventional,2018,Sacramento
2018/7/15,1.58,11614,organic,2018,Sacramento
2018/7/15,1.15,523532,conventional,2018,San Diego
2018/7/15,2.04,20454,organic,2018,San Diego
2018/7/15,1.31,920705,conventional,2018,San Francisco
2018/7/15,1.84,30398,organic,2018,San Francisco
2018/7/15,1.4,604198,conventional,2018,Seattle
2018/7/15,1.86,62375,organic,2018,Seattle
2018/7/15,1.28,99737,conventional,2018,Spokane
2018/7/15,1.63,6789,organic,2018,Spokane
2018/7/15,1.2,200891,conventional,2018,St. Louis
2018/7/15,1.66,13068,organic,2018,St. Louis
2018/7/15,1.25,93188,conventional,2018,Syracuse
2018/7/15,1.28,4709,organic,2018,Syracuse
2018/7/15,1.3,510405,conventional,2018,Tampa
2018/7/15,1.32,8244,organic,2018,Tampa
2018/7/22,1.15,133410,conventional,2018,Albany
2018/7/22,1.42,4377,organic,2018,Albany
2018/7/22,0.98,688442,conventional,2018,Atlanta
2018/7/22,1.5,23257,organic,2018,Atlanta
2018/7/22,1.42,869103,conventional,2018,Baltimore
2018/7/22,1.49,40132,organic,2018,Baltimore
2018/7/22,1.2,104861,conventional,2018,Boise
2018/7/22,1.77,3540,organic,2018,Boise
2018/7/22,1.28,723378,conventional,2018,Boston
2018/7/22,1.74,32150,organic,2018,Boston
2018/7/22,1.16,173973,conventional,2018,Buffalo/Rochester
2018/7/22,1.19,15724,organic,2018,Buffalo/Rochester
2018/7/22,1.29,254425,conventional,2018,Charlotte
2018/7/22,1.92,13031,organic,2018,Charlotte
2018/7/22,1.29,821297,conventional,2018,Chicago
2018/7/22,1.5,40387,organic,2018,Chicago
2018/7/22,1.11,300815,conventional,2018,Cincinnati/Dayton
2018/7/22,1.77,15484,organic,2018,Cincinnati/Dayton
2018/7/22,1,225181,conventional,2018,Columbus
2018/7/22,1.53,10979,organic,2018,Columbus
2018/7/22,0.88,1481055,conventional,2018,Dallas/Ft. Worth
2018/7/22,1.21,29071,organic,2018,Dallas/Ft. Worth
2018/7/22,1.18,862015,conventional,2018,Denver
2018/7/22,1.58,33059,organic,2018,Denver
2018/7/22,1,559688,conventional,2018,Detroit
2018/7/22,1.47,22819,organic,2018,Detroit
2018/7/22,1.03,308440,conventional,2018,Grand Rapids
2018/7/22,1.22,12563,organic,2018,Grand Rapids
2018/7/22,1.03,340565,conventional,2018,Harrisburg/Scranton
2018/7/22,1.38,17963,organic,2018,Harrisburg/Scranton
2018/7/22,1.25,339550,conventional,2018,Hartford/Springfield
2018/7/22,1.98,15200,organic,2018,Hartford/Springfield
2018/7/22,0.76,1539316,conventional,2018,Houston
2018/7/22,1.16,29848,organic,2018,Houston
2018/7/22,1.1,215812,conventional,2018,Indianapolis
2018/7/22,1.34,11226,organic,2018,Indianapolis
2018/7/22,1.1,240487,conventional,2018,Jacksonville
2018/7/22,1.48,4540,organic,2018,Jacksonville
2018/7/22,0.99,398171,conventional,2018,Las Vegas
2018/7/22,1.54,13221,organic,2018,Las Vegas
2018/7/22,1.11,2965241,conventional,2018,Los Angeles
2018/7/22,1.85,99547,organic,2018,Los Angeles
2018/7/22,1.04,118057,conventional,2018,Louisville
2018/7/22,1.62,6393,organic,2018,Louisville
2018/7/22,1.35,809356,conventional,2018,Miami/Ft. Lauderdale
2018/7/22,1.31,9786,organic,2018,Miami/Ft. Lauderdale
2018/7/22,0.93,272526,conventional,2018,Nashville
2018/7/22,1.68,12222,organic,2018,Nashville
2018/7/22,1.12,319369,conventional,2018,New Orleans/Mobile
2018/7/22,1.05,7618,organic,2018,New Orleans/Mobile
