"conventional.date","conventional.average_price","conventional.total_volume","conventional.type","conventional.year","conventional.geography","conventional.Mileage","conventional.total_sales","organic.date","organic.average_price","organic.total_volume","organic.type","organic.year","organic.geography","organic.Mileage","organic.total_sales","organic.share_total_sales","conventional.share_total_sales","ave.con.share","ave.org.share"
"2018/6/17",1.19,466532,"conventional",2018,"Detroit",2296,555173.08,"2018/6/17",0.69,129365,"organic",2018,"Detroit",2296,89261.85,0.138511812201117,0.861488187798883,0.941869889252581,0.0581301107474194
"2018/6/17",1.66,168681,"conventional",2018,"Grand Rapids",2193,280010.46,"2018/6/17",1.2,17518,"organic",2018,"Grand Rapids",2193,21021.6,0.0698317647628628,0.930168235237137,0.953442082798573,0.0465579172014267
"2018/6/17",1.13,369052,"conventional",2018,"Harrisburg/Scranton",2717,417028.76,"2018/6/17",1.36,18311,"organic",2018,"Harrisburg/Scranton",2717,24902.96,0.0563502434267448,0.943649756573255,0.943439474398886,0.0565605256011136
"2018/6/17",1.28,427045,"conventional",2018,"Hartford/Springfield",2906,546617.6,"2018/6/17",1.87,28661,"organic",2018,"Hartford/Springfield",2906,53596.07,0.0892949839013163,0.910705016098684,0.94103680481658,0.0589631951834199
"2018/6/17",0.84,1434597,"conventional",2018,"Houston",1656,1205061.48,"2018/6/17",1.39,44902,"organic",2018,"Houston",1656,62413.78,0.0492426021790753,0.950757397820925,0.966414443488332,0.0335855565116683
"2018/6/17",1.16,216740,"conventional",2018,"Indianapolis",2083,251418.4,"2018/6/17",1.33,11839,"organic",2018,"Indianapolis",2083,15745.87,0.0589370352555003,0.9410629647445,0.945371948156886,0.0546280518431136
"2018/6/17",1.1,267396,"conventional",2018,"Jacksonville",2440,294135.6,"2018/6/17",1.53,3441,"organic",2018,"Jacksonville",2440,5264.73,0.0175842491556372,0.982415750844363,0.978139500731126,0.0218604992688741
"2018/6/17",0.98,365751,"conventional",2018,"Las Vegas",286,358435.98,"2018/6/17",1.63,14851,"organic",2018,"Las Vegas",286,24207.13,0.0632629449410444,0.936737055058956,0.947760158322428,0.0522398416775717
"2018/6/17",1.02,3251137,"conventional",2018,"Los Angeles",111,3316159.74,"2018/6/17",1.69,113924,"organic",2018,"Los Angeles",111,192531.56,0.0548727555484861,0.945127244451514,0.943881225974794,0.0561187740252061
"2018/6/17",0.98,143206,"conventional",2018,"Louisville",2101,140341.88,"2018/6/17",1.55,6127,"organic",2018,"Louisville",2101,9496.85,0.0633804757955437,0.936619524204456,0.936163248380035,0.0638367516199649
"2018/6/17",1.12,1019429,"conventional",2018,"Miami/Ft. Lauderdale",2843,1141760.48,"2018/6/17",1.29,9209,"organic",2018,"Miami/Ft. Lauderdale",2843,11879.61,0.0102975010169766,0.989702498983023,0.98727575637968,0.0127242436203202
"2018/6/17",0.92,311327,"conventional",2018,"Nashville",2020,286420.84,"2018/6/17",1.48,13903,"organic",2018,"Nashville",2020,20576.44,0.0670248283633001,0.9329751716367,0.939943242238379,0.060056757761621
"2018/6/17",0.96,380471,"conventional",2018,"New Orleans/Mobile",1954,365252.16,"2018/6/17",1.35,8498,"organic",2018,"New Orleans/Mobile",1954,11472.3,0.0304527611506829,0.969547238849317,0.978554582016915,0.0214454179830849
"2018/6/17",1.27,2104887,"conventional",2018,"New York",2794,2673206.49,"2018/6/17",1.73,166568,"organic",2018,"New York",2794,288162.64,0.0973072343737169,0.902692765626283,0.933438425149798,0.066561574850202
"2018/6/17",1.11,586761,"conventional",2018,"Orlando",2617,651304.71,"2018/6/17",1.31,8843,"organic",2018,"Orlando",2617,11584.33,0.0174755189797677,0.982524481020232,0.980111713684211,0.0198882863157888
"2018/6/17",1.15,666997,"conventional",2018,"Philadelphia",2759,767046.55,"2018/6/17",1.6,36137,"organic",2018,"Philadelphia",2759,57819.2,0.0700952852024708,0.929904714797529,0.936511942809066,0.0634880571909341
"2018/6/17",0.74,1291459,"conventional",2018,"Phoenix/Tucson",482,955679.66,"2018/6/17",1.43,22955,"organic",2018,"Phoenix/Tucson",482,32825.65,0.0332073582892539,0.966792641710746,0.969701956979254,0.030298043020746
"2018/6/17",1.27,135821,"conventional",2018,"Pittsburgh",2445,172492.67,"2018/6/17",1.28,20379,"organic",2018,"Pittsburgh",2445,26085.12,0.131359705433322,0.868640294566678,0.901272720977339,0.0987272790226607
"2018/6/17",1.24,605963,"conventional",2018,"Portland",855,751394.12,"2018/6/17",1.78,31917,"organic",2018,"Portland",855,56812.26,0.0702942483577029,0.929705751642297,0.923994665655572,0.0760053343444283
"2018/6/17",1.22,390870,"conventional",2018,"Raleigh/Greensboro",2557,476861.4,"2018/6/17",2.4,12725,"organic",2018,"Raleigh/Greensboro",2557,30540,0.0601890337708962,0.939810966229104,0.931804857309753,0.0681951426902468
"2018/6/17",1.16,328987,"conventional",2018,"Richmond/Norfolk",2632,381624.92,"2018/6/17",1.25,25966,"organic",2018,"Richmond/Norfolk",2632,32457.5,0.0783841535701999,0.9216158464298,0.928449792317041,0.0715502076829592
"2018/6/17",1.26,567508,"conventional",2018,"Sacramento",277,715060.08,"2018/6/17",1.6,13405,"organic",2018,"Sacramento",277,21448,0.0291212012229384,0.970878798777062,0.962944579767275,0.0370554202327255
"2018/6/17",1.09,546880,"conventional",2018,"San Diego",253,596099.2,"2018/6/17",1.78,21409,"organic",2018,"San Diego",253,38108.02,0.0600876476934463,0.939912352306554,0.936062734959172,0.0639372650408284
"2018/6/17",1.4,868100,"conventional",2018,"San Francisco",283,1215340,"2018/6/17",1.77,39411,"organic",2018,"San Francisco",283,69757.47,0.0542818514769934,0.945718148523007,0.934814063488938,0.0651859365110624
"2018/6/17",1.55,515268,"conventional",2018,"Seattle",1029,798665.4,"2018/6/17",1.85,57560,"organic",2018,"Seattle",1029,106486,0.117644407333403,0.882355592666597,0.870418203097601,0.129581796902399
"2018/6/17",1.39,82736,"conventional",2018,"Spokane",1097,115003.04,"2018/6/17",1.7,5544,"organic",2018,"Spokane",1097,9424.8,0.0757451065613612,0.924254893438639,0.924914231142534,0.0750857688574661
"2018/6/17",1.32,200610,"conventional",2018,"St. Louis",1841,264805.2,"2018/6/17",1.63,8166,"organic",2018,"St. Louis",1841,13310.58,0.0478598517495124,0.952140148250488,0.933648181888816,0.0663518181111838
"2018/6/17",1.17,111443,"conventional",2018,"Syracuse",2693,130388.31,"2018/6/17",1.14,6235,"organic",2018,"Syracuse",2693,7107.9,0.0516952430907005,0.9483047569093,0.939977816469908,0.0600221835300924
"2018/6/17",1.1,643042,"conventional",2018,"Tampa",2636,707346.2,"2018/6/17",1.25,7831,"organic",2018,"Tampa",2636,9788.75,0.0136498018957241,0.986350198104276,0.982892930828724,0.0171070691712757
"2018/6/24",1.23,126011,"conventional",2018,"Albany",2832,154993.53,"2018/6/24",1.64,2836,"organic",2018,"Albany",2832,4651.04,0.0291337187353131,0.970866281264687,0.967559739478929,0.0324402605210707
"2018/6/24",1,690971,"conventional",2018,"Atlanta",2199,690971,"2018/6/24",1.49,21851,"organic",2018,"Atlanta",2199,32557.99,0.0449988741985307,0.955001125801469,0.950191710190095,0.0498082898099051
"2018/6/24",1.41,899708,"conventional",2018,"Baltimore/Washington",2679,1268588.28,"2018/6/24",1.4,45707,"organic",2018,"Baltimore/Washington",2679,63989.8,0.0480195501940119,0.951980449805988,0.944935705825464,0.0550642941745357
"2018/6/24",1.16,111773,"conventional",2018,"Boise",827,129656.68,"2018/6/24",1.8,3457,"organic",2018,"Boise",827,6222.6,0.0457950616164584,0.954204938383542,0.943837287582292,0.056162712417708
"2018/6/24",1.15,896730,"conventional",2018,"Boston",2998,1031239.5,"2018/6/24",1.56,34355,"organic",2018,"Boston",2998,53593.8,0.0494027976464218,0.950597202353578,0.944402626536698,0.0555973734633019
"2018/6/24",1.15,195244,"conventional",2018,"Buffalo/Rochester",2552,224530.6,"2018/6/24",1.09,22948,"organic",2018,"Buffalo/Rochester",2552,25013.32,0.100236142800033,0.899763857199967,0.926154647760673,0.0738453522393267
"2018/6/24",1.29,263034,"conventional",2018,"Charlotte",2428,339313.86,"2018/6/24",1.89,13827,"organic",2018,"Charlotte",2428,26133.03,0.0715097890147594,0.928490210985241,0.933943830589444,0.066056169410556
"2018/6/24",1.17,1000475,"conventional",2018,"Chicago",2030,1170555.75,"2018/6/24",1.65,46912,"organic",2018,"Chicago",2030,77404.8,0.0620250375702982,0.937974962429702,0.921864208370615,0.078135791629385
"2018/6/24",0.89,369837,"conventional",2018,"Cincinnati/Dayton",2190,329154.93,"2018/6/24",1.61,18489,"organic",2018,"Cincinnati/Dayton",2190,29767.29,0.0829352108654627,0.917064789134537,0.921640979752964,0.0783590202470356
"2018/6/24",0.84,292918,"conventional",2018,"Columbus",2261,246051.12,"2018/6/24",0.75,32423,"organic",2018,"Columbus",2261,24317.25,0.0899411791401487,0.910058820859851,0.928429826068234,0.0715701739317663
"2018/6/24",0.81,1502210,"conventional",2018,"Dallas/Ft. Worth",1449,1216790.1,"2018/6/24",1.35,33795,"organic",2018,"Dallas/Ft. Worth",1449,45623.25,0.0361397081233338,0.963860291876666,0.96479638894717,0.0352036110528297
"2018/6/24",1.15,831726,"conventional",2018,"Denver",1032,956484.9,"2018/6/24",1.62,29046,"organic",2018,"Denver",1032,47054.52,0.0468885616869938,0.953111438313006,0.946481603768874,0.053518396231126
"2018/6/24",0.87,711541,"conventional",2018,"Detroit",2296,619040.67,"2018/6/24",0.77,51375,"organic",2018,"Detroit",2296,39558.75,0.0600649633126005,0.939935036687399,0.941869889252581,0.0581301107474194
"2018/6/24",0.99,350638,"conventional",2018,"Grand Rapids",2193,347131.62,"2018/6/24",1.34,9792,"organic",2018,"Grand Rapids",2193,13121.28,0.0364224132546886,0.963577586745311,0.953442082798573,0.0465579172014267
"2018/6/24",1.13,347915,"conventional",2018,"Harrisburg/Scranton",2717,393143.95,"2018/6/24",1.34,17057,"organic",2018,"Harrisburg/Scranton",2717,22856.38,0.054943177569114,0.945056822430886,0.943439474398886,0.0565605256011136
"2018/6/24",1.25,435086,"conventional",2018,"Hartford/Springfield",2906,543857.5,"2018/6/24",2.06,14345,"organic",2018,"Hartford/Springfield",2906,29550.7,0.0515351890677531,0.948464810932247,0.94103680481658,0.0589631951834199
"2018/6/24",0.73,1619747,"conventional",2018,"Houston",1656,1182415.31,"2018/6/24",1.36,33556,"organic",2018,"Houston",1656,45636.16,0.0371614391699722,0.962838560830028,0.966414443488332,0.0335855565116683
"2018/6/24",0.91,281718,"conventional",2018,"Indianapolis",2083,256363.38,"2018/6/24",1.34,10841,"organic",2018,"Indianapolis",2083,14526.94,0.0536266486008064,0.946373351399194,0.945371948156886,0.0546280518431136
"2018/6/24",1.09,241233,"conventional",2018,"Jacksonville",2440,262943.97,"2018/6/24",1.36,3918,"organic",2018,"Jacksonville",2440,5328.48,0.0198621960622494,0.980137803937751,0.978139500731126,0.0218604992688741
"2018/6/24",0.97,389211,"conventional",2018,"Las Vegas",286,377534.67,"2018/6/24",1.62,13184,"organic",2018,"Las Vegas",286,21358.08,0.0535434148652739,0.946456585134726,0.947760158322428,0.0522398416775717
"2018/6/24",0.99,3166217,"conventional",2018,"Los Angeles",111,3134554.83,"2018/6/24",1.88,98119,"organic",2018,"Los Angeles",111,184463.72,0.0555777912118027,0.944422208788197,0.943881225974794,0.0561187740252061
"2018/6/24",0.99,137157,"conventional",2018,"Louisville",2101,135785.43,"2018/6/24",1.53,4734,"organic",2018,"Louisville",2101,7243.02,0.0506404145468961,0.949359585453104,0.936163248380035,0.0638367516199649
"2018/6/24",1.31,821950,"conventional",2018,"Miami/Ft. Lauderdale",2843,1076754.5,"2018/6/24",1.27,9236,"organic",2018,"Miami/Ft. Lauderdale",2843,11729.72,0.0107761966452761,0.989223803354724,0.98727575637968,0.0127242436203202
"2018/6/24",0.96,279398,"conventional",2018,"Nashville",2020,268222.08,"2018/6/24",1.42,11594,"organic",2018,"Nashville",2020,16463.48,0.0578304006708314,0.942169599329169,0.939943242238379,0.060056757761621
"2018/6/24",1.01,358902,"conventional",2018,"New Orleans/Mobile",1954,362491.02,"2018/6/24",1.22,6898,"organic",2018,"New Orleans/Mobile",1954,8415.56,0.0226891634006601,0.97731083659934,0.978554582016915,0.0214454179830849
"2018/6/24",1.22,2255253,"conventional",2018,"New York",2794,2751408.66,"2018/6/24",1.95,84264,"organic",2018,"New York",2794,164314.8,0.0563547271386293,0.943645272861371,0.933438425149798,0.066561574850202
"2018/6/24",1.19,507268,"conventional",2018,"Orlando",2617,603648.92,"2018/6/24",1.3,10032,"organic",2018,"Orlando",2617,13041.6,0.0211477225237709,0.978852277476229,0.980111713684211,0.0198882863157888
"2018/6/24",1.2,638611,"conventional",2018,"Philadelphia",2759,766333.2,"2018/6/24",1.77,17752,"organic",2018,"Philadelphia",2759,31421.04,0.0393868668125161,0.960613133187484,0.936511942809066,0.0634880571909341
"2018/6/24",0.61,1579741,"conventional",2018,"Phoenix/Tucson",482,963642.01,"2018/6/24",1.43,20221,"organic",2018,"Phoenix/Tucson",482,28916.03,0.0291328353957014,0.970867164604299,0.969701956979254,0.030298043020746
"2018/6/24",1.2,138325,"conventional",2018,"Pittsburgh",2445,165990,"2018/6/24",1.32,18264,"organic",2018,"Pittsburgh",2445,24108.48,0.126821003513547,0.873178996486453,0.901272720977339,0.0987272790226607
"2018/6/24",0.99,835217,"conventional",2018,"Portland",855,826864.83,"2018/6/24",1.76,28782,"organic",2018,"Portland",855,50656.32,0.0577266086407148,0.942273391359285,0.923994665655572,0.0760053343444283
"2018/6/24",1.22,365165,"conventional",2018,"Raleigh/Greensboro",2557,445501.3,"2018/6/24",2.04,18139,"organic",2018,"Raleigh/Greensboro",2557,37003.56,0.0766905435936956,0.923309456406304,0.931804857309753,0.0681951426902468
"2018/6/24",1.14,304885,"conventional",2018,"Richmond/Norfolk",2632,347568.9,"2018/6/24",1.23,27295,"organic",2018,"Richmond/Norfolk",2632,33572.85,0.0880849447744835,0.911915055225517,0.928449792317041,0.0715502076829592
"2018/6/24",1.3,545051,"conventional",2018,"Sacramento",277,708566.3,"2018/6/24",1.66,12966,"organic",2018,"Sacramento",277,21523.56,0.0294806998141297,0.97051930018587,0.962944579767275,0.0370554202327255
"2018/6/24",1.09,519747,"conventional",2018,"San Diego",253,566524.23,"2018/6/24",2.09,20330,"organic",2018,"San Diego",253,42489.7,0.0697680264883268,0.930231973511673,0.936062734959172,0.0639372650408284
"2018/6/24",1.39,849742,"conventional",2018,"San Francisco",283,1181141.38,"2018/6/24",1.79,40048,"organic",2018,"San Francisco",283,71685.92,0.0572193150644147,0.942780684935585,0.934814063488938,0.0651859365110624
"2018/6/24",1.37,662829,"conventional",2018,"Seattle",1029,908075.73,"2018/6/24",1.83,57132,"organic",2018,"Seattle",1029,104551.56,0.10324781983705,0.89675218016295,0.870418203097601,0.129581796902399
"2018/6/24",1.25,101453,"conventional",2018,"Spokane",1097,126816.25,"2018/6/24",1.68,6166,"organic",2018,"Spokane",1097,10358.88,0.0755157294182991,0.924484270581701,0.924914231142534,0.0750857688574661
"2018/6/24",1.3,182387,"conventional",2018,"St. Louis",1841,237103.1,"2018/6/24",1.75,11711,"organic",2018,"St. Louis",1841,20494.25,0.0795592423602184,0.920440757639782,0.933648181888816,0.0663518181111838
"2018/6/24",1.19,89338,"conventional",2018,"Syracuse",2693,106312.22,"2018/6/24",1.11,8019,"organic",2018,"Syracuse",2693,8901.09,0.0772574800602465,0.922742519939754,0.939977816469908,0.0600221835300924
"2018/6/24",1.27,540337,"conventional",2018,"Tampa",2636,686227.99,"2018/6/24",1.27,8441,"organic",2018,"Tampa",2636,10720.07,0.0153814475070065,0.984618552492994,0.982892930828724,0.0171070691712757
"2018/7/1",1.14,142335,"conventional",2018,"Albany",2832,162261.9,"2018/7/1",1.57,3277,"organic",2018,"Albany",2832,5144.89,0.0307328633444318,0.969267136655568,0.967559739478929,0.0324402605210707
"2018/7/1",1,719970,"conventional",2018,"Atlanta",2199,719970,"2018/7/1",1.45,21252,"organic",2018,"Atlanta",2199,30815.4,0.0410442184943927,0.958955781505607,0.950191710190095,0.0498082898099051
"2018/7/1",1.42,953414,"conventional",2018,"Baltimore/Washington",2679,1353847.88,"2018/7/1",1.41,44587,"organic",2018,"Baltimore/Washington",2679,62867.67,0.0443756476026539,0.955624352397346,0.944935705825464,0.0550642941745357
"2018/7/1",1.2,109984,"conventional",2018,"Boise",827,131980.8,"2018/7/1",1.81,3273,"organic",2018,"Boise",827,5924.13,0.0429580726374322,0.957041927362568,0.943837287582292,0.056162712417708
"2018/7/1",1.28,807474,"conventional",2018,"Boston",2998,1033566.72,"2018/7/1",1.64,32152,"organic",2018,"Boston",2998,52729.28,0.0485404346513289,0.951459565348671,0.944402626536698,0.0555973734633019
"2018/7/1",1.15,200352,"conventional",2018,"Buffalo/Rochester",2552,230404.8,"2018/7/1",1.18,19467,"organic",2018,"Buffalo/Rochester",2552,22971.06,0.0906600178880498,0.90933998211195,0.926154647760673,0.0738453522393267
"2018/7/1",1.19,292571,"conventional",2018,"Charlotte",2428,348159.49,"2018/7/1",1.88,13235,"organic",2018,"Charlotte",2428,24881.8,0.0666998551286374,0.933300144871363,0.933943830589444,0.066056169410556
"2018/7/1",1.21,946026,"conventional",2018,"Chicago",2030,1144691.46,"2018/7/1",1.64,51243,"organic",2018,"Chicago",2030,84038.52,0.0683946199473378,0.931605380052662,0.921864208370615,0.078135791629385
"2018/7/1",0.91,335371,"conventional",2018,"Cincinnati/Dayton",2190,305187.61,"2018/7/1",1.62,16565,"organic",2018,"Cincinnati/Dayton",2190,26835.3,0.0808236395494516,0.919176360450548,0.921640979752964,0.0783590202470356
"2018/7/1",0.89,254624,"conventional",2018,"Columbus",2261,226615.36,"2018/7/1",1.35,13325,"organic",2018,"Columbus",2261,17988.75,0.0735423047470461,0.926457695252954,0.928429826068234,0.0715701739317663
"2018/7/1",0.79,1605266,"conventional",2018,"Dallas/Ft. Worth",1449,1268160.14,"2018/7/1",1.41,34559,"organic",2018,"Dallas/Ft. Worth",1449,48728.19,0.0370025224538211,0.962997477546179,0.96479638894717,0.0352036110528297
"2018/7/1",1.14,928649,"conventional",2018,"Denver",1032,1058659.86,"2018/7/1",1.61,26606,"organic",2018,"Denver",1032,42835.66,0.038888637513478,0.961111362486522,0.946481603768874,0.053518396231126
"2018/7/1",1.02,530775,"conventional",2018,"Detroit",2296,541390.5,"2018/7/1",1.45,19634,"organic",2018,"Detroit",2296,28469.3,0.0499584283713292,0.950041571628671,0.941869889252581,0.0581301107474194
"2018/7/1",1.41,188491,"conventional",2018,"Grand Rapids",2193,265772.31,"2018/7/1",1.32,12622,"organic",2018,"Grand Rapids",2193,16661.04,0.0589910504549126,0.941008949545087,0.953442082798573,0.0465579172014267
"2018/7/1",1.12,342658,"conventional",2018,"Harrisburg/Scranton",2717,383776.96,"2018/7/1",1.32,15222,"organic",2018,"Harrisburg/Scranton",2717,20093.04,0.0497512565924679,0.950248743407532,0.943439474398886,0.0565605256011136
"2018/7/1",1.26,434228,"conventional",2018,"Hartford/Springfield",2906,547127.28,"2018/7/1",2.11,13743,"organic",2018,"Hartford/Springfield",2906,28997.73,0.0503323575555243,0.949667642444476,0.94103680481658,0.0589631951834199
"2018/7/1",0.74,1592645,"conventional",2018,"Houston",1656,1178557.3,"2018/7/1",1.26,26042,"organic",2018,"Houston",1656,32812.92,0.0270874415255148,0.972912558474485,0.966414443488332,0.0335855565116683
"2018/7/1",1.03,222817,"conventional",2018,"Indianapolis",2083,229501.51,"2018/7/1",1.36,10766,"organic",2018,"Indianapolis",2083,14641.76,0.0599719992281581,0.940028000771842,0.945371948156886,0.0546280518431136
"2018/7/1",0.95,308201,"conventional",2018,"Jacksonville",2440,292790.95,"2018/7/1",1.32,2890,"organic",2018,"Jacksonville",2440,3814.8,0.0128615173508942,0.987138482649106,0.978139500731126,0.0218604992688741
"2018/7/1",1.02,405528,"conventional",2018,"Las Vegas",286,413638.56,"2018/7/1",1.61,13211,"organic",2018,"Las Vegas",286,21269.71,0.0489061980817242,0.951093801918276,0.947760158322428,0.0522398416775717
"2018/7/1",1.04,3179277,"conventional",2018,"Los Angeles",111,3306448.08,"2018/7/1",1.87,100906,"organic",2018,"Los Angeles",111,188694.22,0.0539875643975926,0.946012435602407,0.943881225974794,0.0561187740252061
"2018/7/1",1.02,137763,"conventional",2018,"Louisville",2101,140518.26,"2018/7/1",1.61,4781,"organic",2018,"Louisville",2101,7697.41,0.0519338474804992,0.948066152519501,0.936163248380035,0.0638367516199649
"2018/7/1",0.96,1143131,"conventional",2018,"Miami/Ft. Lauderdale",2843,1097405.76,"2018/7/1",1.28,10160,"organic",2018,"Miami/Ft. Lauderdale",2843,13004.8,0.0117117041826403,0.98828829581736,0.98727575637968,0.0127242436203202
"2018/7/1",0.93,289204,"conventional",2018,"Nashville",2020,268959.72,"2018/7/1",1.51,13399,"organic",2018,"Nashville",2020,20232.49,0.0699620850782945,0.930037914921706,0.939943242238379,0.060056757761621
"2018/7/1",0.95,376910,"conventional",2018,"New Orleans/Mobile",1954,358064.5,"2018/7/1",1.24,5054,"organic",2018,"New Orleans/Mobile",1954,6266.96,0.0172012595343811,0.982798740465619,0.978554582016915,0.0214454179830849
"2018/7/1",1.23,2204448,"conventional",2018,"New York",2794,2711471.04,"2018/7/1",1.94,79750,"organic",2018,"New York",2794,154715,0.0539793990483604,0.94602060095164,0.933438425149798,0.066561574850202
"2018/7/1",0.94,674317,"conventional",2018,"Orlando",2617,633857.98,"2018/7/1",1.25,9850,"organic",2018,"Orlando",2617,12312.5,0.0190545690047617,0.980945430995238,0.980111713684211,0.0198882863157888
"2018/7/1",1.23,584042,"conventional",2018,"Philadelphia",2759,718371.66,"2018/7/1",1.66,20283,"organic",2018,"Philadelphia",2759,33669.78,0.044771176439426,0.955228823560574,0.936511942809066,0.0634880571909341
"2018/7/1",0.75,1260977,"conventional",2018,"Phoenix/Tucson",482,945732.75,"2018/7/1",1.38,23260,"organic",2018,"Phoenix/Tucson",482,32098.8,0.0328265129101224,0.967173487089878,0.969701956979254,0.030298043020746
"2018/7/1",1.2,156745,"conventional",2018,"Pittsburgh",2445,188094,"2018/7/1",1.46,13969,"organic",2018,"Pittsburgh",2445,20394.74,0.0978217816463373,0.902178218353663,0.901272720977339,0.0987272790226607
"2018/7/1",1.18,656240,"conventional",2018,"Portland",855,774363.2,"2018/7/1",1.68,39535,"organic",2018,"Portland",855,66418.8,0.0789964580592829,0.921003541940717,0.923994665655572,0.0760053343444283
"2018/7/1",1.18,378779,"conventional",2018,"Raleigh/Greensboro",2557,446959.22,"2018/7/1",2.27,13877,"organic",2018,"Raleigh/Greensboro",2557,31500.79,0.0658378743084506,0.934162125691549,0.931804857309753,0.0681951426902468
"2018/7/1",1.15,309863,"conventional",2018,"Richmond/Norfolk",2632,356342.45,"2018/7/1",1.21,28869,"organic",2018,"Richmond/Norfolk",2632,34931.49,0.08927630089548,0.91072369910452,0.928449792317041,0.0715502076829592
"2018/7/1",1.24,621096,"conventional",2018,"Sacramento",277,770159.04,"2018/7/1",1.71,12813,"organic",2018,"Sacramento",277,21910.23,0.0276620124398968,0.972337987560103,0.962944579767275,0.0370554202327255
"2018/7/1",1.09,584548,"conventional",2018,"San Diego",253,637157.32,"2018/7/1",2.1,19240,"organic",2018,"San Diego",253,40404,0.0596315031678609,0.940368496832139,0.936062734959172,0.0639372650408284
"2018/7/1",1.17,1037536,"conventional",2018,"San Francisco",283,1213917.12,"2018/7/1",1.84,38217,"organic",2018,"San Francisco",283,70319.28,0.0547557132004668,0.945244286799533,0.934814063488938,0.0651859365110624
"2018/7/1",1.35,591603,"conventional",2018,"Seattle",1029,798664.05,"2018/7/1",1.45,106113,"organic",2018,"Seattle",1029,153863.85,0.161532118901714,0.838467881098286,0.870418203097601,0.129581796902399
"2018/7/1",1.28,100710,"conventional",2018,"Spokane",1097,128908.8,"2018/7/1",1.67,6513,"organic",2018,"Spokane",1097,10876.71,0.0778099961863,0.9221900038137,0.924914231142534,0.0750857688574661
"2018/7/1",1.09,248959,"conventional",2018,"St. Louis",1841,271365.31,"2018/7/1",1.69,10321,"organic",2018,"St. Louis",1841,17442.49,0.060394802356446,0.939605197643554,0.933648181888816,0.0663518181111838
"2018/7/1",1.18,100779,"conventional",2018,"Syracuse",2693,118919.22,"2018/7/1",1.29,5112,"organic",2018,"Syracuse",2693,6594.48,0.0525399219368085,0.947460078063192,0.939977816469908,0.0600221835300924
"2018/7/1",0.94,754434,"conventional",2018,"Tampa",2636,709167.96,"2018/7/1",1.25,8750,"organic",2018,"Tampa",2636,10937.5,0.0151887474926242,0.984811252507376,0.982892930828724,0.0171070691712757
"2018/7/8",1.37,130435,"conventional",2018,"Albany",2832,178695.95,"2018/7/8",1.64,2635,"organic",2018,"Albany",2832,4321.4,0.0236119690291658,0.976388030970834,0.967559739478929,0.0324402605210707
"2018/7/8",0.92,733371,"conventional",2018,"Atlanta",2199,674701.32,"2018/7/8",1.44,24984,"organic",2018,"Atlanta",2199,35976.96,0.0506234128894441,0.949376587110556,0.950191710190095,0.0498082898099051
"2018/7/8",1.38,1005051,"conventional",2018,"Baltimore/Washington",2679,1386970.38,"2018/7/8",1.51,35177,"organic",2018,"Baltimore/Washington",2679,53117.27,0.036884747952668,0.963115252047332,0.944935705825464,0.0550642941745357
"2018/7/8",1.27,103018,"conventional",2018,"Boise",827,130832.86,"2018/7/8",1.77,3647,"organic",2018,"Boise",827,6455.19,0.0470193144996961,0.952980685500304,0.943837287582292,0.056162712417708
"2018/7/8",1.29,843261,"conventional",2018,"Boston",2998,1087806.69,"2018/7/8",1.69,32104,"organic",2018,"Boston",2998,54255.76,0.0475068241671022,0.952493175832898,0.944402626536698,0.0555973734633019
"2018/7/8",1.09,218131,"conventional",2018,"Buffalo/Rochester",2552,237762.79,"2018/7/8",1.17,15805,"organic",2018,"Buffalo/Rochester",2552,18491.85,0.0721620104127675,0.927837989587232,0.926154647760673,0.0738453522393267
"2018/7/8",1.23,283549,"conventional",2018,"Charlotte",2428,348765.27,"2018/7/8",2,12573,"organic",2018,"Charlotte",2428,25146,0.0672512492067971,0.932748750793203,0.933943830589444,0.066056169410556
"2018/7/8",1.22,929879,"conventional",2018,"Chicago",2030,1134452.38,"2018/7/8",1.59,48805,"organic",2018,"Chicago",2030,77599.95,0.0640235970669682,0.935976402933032,0.921864208370615,0.078135791629385
"2018/7/8",0.97,316866,"conventional",2018,"Cincinnati/Dayton",2190,307360.02,"2018/7/8",1.58,22372,"organic",2018,"Cincinnati/Dayton",2190,35347.76,0.103142566532922,0.896857433467078,0.921640979752964,0.0783590202470356
"2018/7/8",0.92,227789,"conventional",2018,"Columbus",2261,209565.88,"2018/7/8",1.32,14299,"organic",2018,"Columbus",2261,18874.68,0.0826240313891719,0.917375968610828,0.928429826068234,0.0715701739317663
"2018/7/8",0.73,1776490,"conventional",2018,"Dallas/Ft. Worth",1449,1296837.7,"2018/7/8",1.49,27921,"organic",2018,"Dallas/Ft. Worth",1449,41602.29,0.0310826711027963,0.968917328897204,0.96479638894717,0.0352036110528297
"2018/7/8",1.02,1073678,"conventional",2018,"Denver",1032,1095151.56,"2018/7/8",1.63,25101,"organic",2018,"Denver",1032,40914.63,0.0360143012441907,0.963985698755809,0.946481603768874,0.053518396231126
"2018/7/8",1.07,489136,"conventional",2018,"Detroit",2296,523375.52,"2018/7/8",1.4,22547,"organic",2018,"Detroit",2296,31565.8,0.0568813293628955,0.943118670637104,0.941869889252581,0.0581301107474194
"2018/7/8",1.47,191408,"conventional",2018,"Grand Rapids",2193,281369.76,"2018/7/8",1.2,13456,"organic",2018,"Grand Rapids",2193,16147.2,0.054273208492047,0.945726791507953,0.953442082798573,0.0465579172014267
